1998-01-01 00:00:00 10 2
   -5.0   31.10581
  -15.0   31.84120
  -25.0   32.33415
  -35.0   32.66458
  -45.0   32.88607
  -55.0   33.03455
  -65.0   33.13407
  -75.0   33.20078
  -85.0   33.24550
  -95.0   33.27548
1998-01-02 00:00:00 10 2
   -5.0   31.09866
  -15.0   31.83499
  -25.0   32.32856
  -35.0   32.65942
  -45.0   32.88119
  -55.0   33.02986
  -65.0   33.12951
  -75.0   33.19631
  -85.0   33.24108
  -95.0   33.27110
1998-01-03 00:00:00 10 2
   -5.0   31.09173
  -15.0   31.82894
  -25.0   32.32311
  -35.0   32.65436
  -45.0   32.87640
  -55.0   33.02524
  -65.0   33.12501
  -75.0   33.19189
  -85.0   33.23672
  -95.0   33.26677
1998-01-04 00:00:00 10 2
   -5.0   31.08503
  -15.0   31.82307
  -25.0   32.31778
  -35.0   32.64940
  -45.0   32.87169
  -55.0   33.02070
  -65.0   33.12058
  -75.0   33.18753
  -85.0   33.23241
  -95.0   33.26250
1998-01-05 00:00:00 10 2
   -5.0   31.07857
  -15.0   31.81736
  -25.0   32.31259
  -35.0   32.64455
  -45.0   32.86707
  -55.0   33.01623
  -65.0   33.11622
  -75.0   33.18324
  -85.0   33.22817
  -95.0   33.25828
1998-01-06 00:00:00 10 2
   -5.0   31.07233
  -15.0   31.81183
  -25.0   32.30753
  -35.0   32.63981
  -45.0   32.86254
  -55.0   33.01185
  -65.0   33.11193
  -75.0   33.17901
  -85.0   33.22398
  -95.0   33.25413
1998-01-07 00:00:00 10 2
   -5.0   31.06633
  -15.0   31.80648
  -25.0   32.30261
  -35.0   32.63518
  -45.0   32.85811
  -55.0   33.00754
  -65.0   33.10771
  -75.0   33.17485
  -85.0   33.21986
  -95.0   33.25003
1998-01-08 00:00:00 10 2
   -5.0   31.06057
  -15.0   31.80130
  -25.0   32.29782
  -35.0   32.63066
  -45.0   32.85376
  -55.0   33.00331
  -65.0   33.10356
  -75.0   33.17075
  -85.0   33.21580
  -95.0   33.24599
1998-01-09 00:00:00 10 2
   -5.0   31.05504
  -15.0   31.79630
  -25.0   32.29318
  -35.0   32.62624
  -45.0   32.84951
  -55.0   32.99916
  -65.0   33.09948
  -75.0   33.16673
  -85.0   33.21180
  -95.0   33.24202
1998-01-10 00:00:00 10 2
   -5.0   31.04976
  -15.0   31.79148
  -25.0   32.28867
  -35.0   32.62195
  -45.0   32.84535
  -55.0   32.99510
  -65.0   33.09548
  -75.0   33.16277
  -85.0   33.20787
  -95.0   33.23811
1998-01-11 00:00:00 10 2
   -5.0   31.04471
  -15.0   31.78684
  -25.0   32.28430
  -35.0   32.61776
  -45.0   32.84129
  -55.0   32.99112
  -65.0   33.09156
  -75.0   33.15888
  -85.0   33.20401
  -95.0   33.23426
1998-01-12 00:00:00 10 2
   -5.0   31.03991
  -15.0   31.78238
  -25.0   32.28008
  -35.0   32.61369
  -45.0   32.83732
  -55.0   32.98723
  -65.0   33.08771
  -75.0   33.15506
  -85.0   33.20021
  -95.0   33.23048
1998-01-13 00:00:00 10 2
   -5.0   31.03535
  -15.0   31.77811
  -25.0   32.27600
  -35.0   32.60974
  -45.0   32.83346
  -55.0   32.98342
  -65.0   33.08394
  -75.0   33.15132
  -85.0   33.19649
  -95.0   33.22677
1998-01-14 00:00:00 10 2
   -5.0   31.03103
  -15.0   31.77402
  -25.0   32.27206
  -35.0   32.60591
  -45.0   32.82969
  -55.0   32.97970
  -65.0   33.08025
  -75.0   33.14765
  -85.0   33.19283
  -95.0   33.22312
1998-01-15 00:00:00 10 2
   -5.0   31.02696
  -15.0   31.77012
  -25.0   32.26827
  -35.0   32.60219
  -45.0   32.82602
  -55.0   32.97606
  -65.0   33.07664
  -75.0   33.14406
  -85.0   33.18925
  -95.0   33.21954
1998-01-16 00:00:00 10 2
   -5.0   31.02314
  -15.0   31.76640
  -25.0   32.26462
  -35.0   32.59859
  -45.0   32.82246
  -55.0   32.97252
  -65.0   33.07311
  -75.0   33.14054
  -85.0   33.18574
  -95.0   33.21603
1998-01-17 00:00:00 10 2
   -5.0   31.01957
  -15.0   31.76287
  -25.0   32.26113
  -35.0   32.59512
  -45.0   32.81900
  -55.0   32.96907
  -65.0   33.06966
  -75.0   33.13710
  -85.0   33.18230
  -95.0   33.21260
1998-01-18 00:00:00 10 2
   -5.0   31.01625
  -15.0   31.75954
  -25.0   32.25778
  -35.0   32.59176
  -45.0   32.81564
  -55.0   32.96571
  -65.0   33.06630
  -75.0   33.13373
  -85.0   33.17893
  -95.0   33.20923
1998-01-19 00:00:00 10 2
   -5.0   31.01317
  -15.0   31.75639
  -25.0   32.25459
  -35.0   32.58853
  -45.0   32.81239
  -55.0   32.96244
  -65.0   33.06302
  -75.0   33.13045
  -85.0   33.17564
  -95.0   33.20594
1998-01-20 00:00:00 10 2
   -5.0   31.01035
  -15.0   31.75344
  -25.0   32.25154
  -35.0   32.58543
  -45.0   32.80924
  -55.0   32.95927
  -65.0   33.05983
  -75.0   33.12724
  -85.0   33.17243
  -95.0   33.20272
1998-01-21 00:00:00 10 2
   -5.0   31.00779
  -15.0   31.75067
  -25.0   32.24865
  -35.0   32.58245
  -45.0   32.80620
  -55.0   32.95619
  -65.0   33.05673
  -75.0   33.12412
  -85.0   33.16929
  -95.0   33.19957
1998-01-22 00:00:00 10 2
   -5.0   31.00547
  -15.0   31.74810
  -25.0   32.24590
  -35.0   32.57959
  -45.0   32.80327
  -55.0   32.95320
  -65.0   33.05371
  -75.0   33.12108
  -85.0   33.16624
  -95.0   33.19651
1998-01-23 00:00:00 10 2
   -5.0   31.00341
  -15.0   31.74573
  -25.0   32.24332
  -35.0   32.57686
  -45.0   32.80044
  -55.0   32.95031
  -65.0   33.05078
  -75.0   33.11812
  -85.0   33.16326
  -95.0   33.19352
1998-01-24 00:00:00 10 2
   -5.0   31.00161
  -15.0   31.74355
  -25.0   32.24088
  -35.0   32.57426
  -45.0   32.79773
  -55.0   32.94752
  -65.0   33.04793
  -75.0   33.11524
  -85.0   33.16036
  -95.0   33.19060
1998-01-25 00:00:00 10 2
   -5.0   31.00005
  -15.0   31.74156
  -25.0   32.23861
  -35.0   32.57179
  -45.0   32.79512
  -55.0   32.94483
  -65.0   33.04518
  -75.0   33.11245
  -85.0   33.15754
  -95.0   33.18777
1998-01-26 00:00:00 10 2
   -5.0   30.99876
  -15.0   31.73977
  -25.0   32.23648
  -35.0   32.56944
  -45.0   32.79263
  -55.0   32.94224
  -65.0   33.04252
  -75.0   33.10974
  -85.0   33.15481
  -95.0   33.18501
1998-01-27 00:00:00 10 2
   -5.0   30.99772
  -15.0   31.73818
  -25.0   32.23452
  -35.0   32.56723
  -45.0   32.79025
  -55.0   32.93974
  -65.0   33.03995
  -75.0   33.10712
  -85.0   33.15215
  -95.0   33.18233
1998-01-28 00:00:00 10 2
   -5.0   30.99694
  -15.0   31.73678
  -25.0   32.23271
  -35.0   32.56514
  -45.0   32.78798
  -55.0   32.93735
  -65.0   33.03748
  -75.0   33.10459
  -85.0   33.14958
  -95.0   33.17974
1998-01-29 00:00:00 10 2
   -5.0   30.99641
  -15.0   31.73558
  -25.0   32.23106
  -35.0   32.56319
  -45.0   32.78582
  -55.0   32.93506
  -65.0   33.03509
  -75.0   33.10215
  -85.0   33.14710
  -95.0   33.17723
1998-01-30 00:00:00 10 2
   -5.0   30.99614
  -15.0   31.73458
  -25.0   32.22956
  -35.0   32.56137
  -45.0   32.78378
  -55.0   32.93286
  -65.0   33.03280
  -75.0   33.09979
  -85.0   33.14469
  -95.0   33.17480
1998-01-31 00:00:00 10 2
   -5.0   30.99613
  -15.0   31.73377
  -25.0   32.22823
  -35.0   32.55967
  -45.0   32.78185
  -55.0   32.93078
  -65.0   33.03061
  -75.0   33.09752
  -85.0   33.14238
  -95.0   33.17245
1998-02-01 00:00:00 10 2
   -5.0   30.99637
  -15.0   31.73317
  -25.0   32.22705
  -35.0   32.55812
  -45.0   32.78003
  -55.0   32.92879
  -65.0   33.02850
  -75.0   33.09535
  -85.0   33.14015
  -95.0   33.17018
1998-02-02 00:00:00 10 2
   -5.0   30.99687
  -15.0   31.73276
  -25.0   32.22604
  -35.0   32.55669
  -45.0   32.77834
  -55.0   32.92691
  -65.0   33.02650
  -75.0   33.09326
  -85.0   33.13801
  -95.0   33.16800
1998-02-03 00:00:00 10 2
   -5.0   30.99763
  -15.0   31.73255
  -25.0   32.22518
  -35.0   32.55540
  -45.0   32.77675
  -55.0   32.92513
  -65.0   33.02459
  -75.0   33.09126
  -85.0   33.13595
  -95.0   33.16591
1998-02-04 00:00:00 10 2
   -5.0   30.99864
  -15.0   31.73254
  -25.0   32.22448
  -35.0   32.55424
  -45.0   32.77529
  -55.0   32.92346
  -65.0   33.02278
  -75.0   33.08936
  -85.0   33.13398
  -95.0   33.16390
1998-02-05 00:00:00 10 2
   -5.0   30.99991
  -15.0   31.73272
  -25.0   32.22394
  -35.0   32.55322
  -45.0   32.77394
  -55.0   32.92189
  -65.0   33.02106
  -75.0   33.08754
  -85.0   33.13211
  -95.0   33.16198
1998-02-06 00:00:00 10 2
   -5.0   31.00144
  -15.0   31.73311
  -25.0   32.22357
  -35.0   32.55233
  -45.0   32.77270
  -55.0   32.92043
  -65.0   33.01945
  -75.0   33.08582
  -85.0   33.13032
  -95.0   33.16014
1998-02-07 00:00:00 10 2
   -5.0   31.00322
  -15.0   31.73369
  -25.0   32.22335
  -35.0   32.55157
  -45.0   32.77159
  -55.0   32.91907
  -65.0   33.01793
  -75.0   33.08420
  -85.0   33.12862
  -95.0   33.15839
1998-02-08 00:00:00 10 2
   -5.0   31.00525
  -15.0   31.73448
  -25.0   32.22329
  -35.0   32.55095
  -45.0   32.77059
  -55.0   32.91782
  -65.0   33.01651
  -75.0   33.08266
  -85.0   33.12701
  -95.0   33.15673
1998-02-09 00:00:00 10 2
   -5.0   31.00754
  -15.0   31.73546
  -25.0   32.22339
  -35.0   32.55047
  -45.0   32.76971
  -55.0   32.91668
  -65.0   33.01519
  -75.0   33.08123
  -85.0   33.12549
  -95.0   33.15516
1998-02-10 00:00:00 10 2
   -5.0   31.01008
  -15.0   31.73664
  -25.0   32.22366
  -35.0   32.55012
  -45.0   32.76895
  -55.0   32.91564
  -65.0   33.01397
  -75.0   33.07988
  -85.0   33.12406
  -95.0   33.15368
1998-02-11 00:00:00 10 2
   -5.0   31.01288
  -15.0   31.73801
  -25.0   32.22408
  -35.0   32.54991
  -45.0   32.76831
  -55.0   32.91471
  -65.0   33.01285
  -75.0   33.07863
  -85.0   33.12273
  -95.0   33.15229
1998-02-12 00:00:00 10 2
   -5.0   31.01592
  -15.0   31.73958
  -25.0   32.22467
  -35.0   32.54983
  -45.0   32.76779
  -55.0   32.91389
  -65.0   33.01183
  -75.0   33.07748
  -85.0   33.12148
  -95.0   33.15098
1998-02-13 00:00:00 10 2
   -5.0   31.01922
  -15.0   31.74135
  -25.0   32.22541
  -35.0   32.54988
  -45.0   32.76738
  -55.0   32.91318
  -65.0   33.01091
  -75.0   33.07642
  -85.0   33.12033
  -95.0   33.14977
1998-02-14 00:00:00 10 2
   -5.0   31.02277
  -15.0   31.74331
  -25.0   32.22631
  -35.0   32.55008
  -45.0   32.76710
  -55.0   32.91258
  -65.0   33.01009
  -75.0   33.07546
  -85.0   33.11927
  -95.0   33.14865
1998-02-15 00:00:00 10 2
   -5.0   31.02656
  -15.0   31.74547
  -25.0   32.22738
  -35.0   32.55040
  -45.0   32.76693
  -55.0   32.91208
  -65.0   33.00937
  -75.0   33.07459
  -85.0   33.11831
  -95.0   33.14761
1998-02-16 00:00:00 10 2
   -5.0   31.03061
  -15.0   31.74783
  -25.0   32.22860
  -35.0   32.55087
  -45.0   32.76689
  -55.0   32.91169
  -65.0   33.00876
  -75.0   33.07382
  -85.0   33.11744
  -95.0   33.14667
1998-02-17 00:00:00 10 2
   -5.0   31.03490
  -15.0   31.75038
  -25.0   32.22998
  -35.0   32.55146
  -45.0   32.76696
  -55.0   32.91141
  -65.0   33.00824
  -75.0   33.07315
  -85.0   33.11666
  -95.0   33.14582
1998-02-18 00:00:00 10 2
   -5.0   31.03943
  -15.0   31.75312
  -25.0   32.23152
  -35.0   32.55220
  -45.0   32.76715
  -55.0   32.91124
  -65.0   33.00783
  -75.0   33.07257
  -85.0   33.11597
  -95.0   33.14507
1998-02-19 00:00:00 10 2
   -5.0   31.04421
  -15.0   31.75605
  -25.0   32.23321
  -35.0   32.55306
  -45.0   32.76746
  -55.0   32.91118
  -65.0   33.00752
  -75.0   33.07210
  -85.0   33.11538
  -95.0   33.14440
1998-02-20 00:00:00 10 2
   -5.0   31.04923
  -15.0   31.75918
  -25.0   32.23507
  -35.0   32.55406
  -45.0   32.76790
  -55.0   32.91123
  -65.0   33.00731
  -75.0   33.07172
  -85.0   33.11489
  -95.0   33.14383
1998-02-21 00:00:00 10 2
   -5.0   31.05450
  -15.0   31.76249
  -25.0   32.23708
  -35.0   32.55520
  -45.0   32.76844
  -55.0   32.91139
  -65.0   33.00720
  -75.0   33.07143
  -85.0   33.11449
  -95.0   33.14334
1998-02-22 00:00:00 10 2
   -5.0   31.06000
  -15.0   31.76600
  -25.0   32.23924
  -35.0   32.55647
  -45.0   32.76911
  -55.0   32.91165
  -65.0   33.00720
  -75.0   33.07125
  -85.0   33.11418
  -95.0   33.14296
1998-02-23 00:00:00 10 2
   -5.0   31.06574
  -15.0   31.76969
  -25.0   32.24157
  -35.0   32.55787
  -45.0   32.76990
  -55.0   32.91203
  -65.0   33.00730
  -75.0   33.07116
  -85.0   33.11396
  -95.0   33.14266
1998-02-24 00:00:00 10 2
   -5.0   31.07172
  -15.0   31.77357
  -25.0   32.24404
  -35.0   32.55941
  -45.0   32.77081
  -55.0   32.91251
  -65.0   33.00749
  -75.0   33.07117
  -85.0   33.11385
  -95.0   33.14246
1998-02-25 00:00:00 10 2
   -5.0   31.07793
