1998-01-01 00:00:00  1.00000  0.0000000000e+00  1.0000000000e-07
1998-01-01 01:00:00  1.00000  4.8456857922e-08  8.7475327495e-08
1998-01-01 02:00:00  1.00000  8.4775590322e-08  5.3038658407e-08
1998-01-01 03:00:00  1.00000  9.9858592618e-08  5.3161527852e-09
1998-01-01 04:00:00  1.00000  8.9927671526e-08 -4.3738014289e-08
1998-01-01 05:00:00  1.00000  5.7470457734e-08 -8.1836095263e-08
1998-01-01 06:00:00  1.00000  1.0617270705e-08 -9.9434770391e-08
1998-01-01 07:00:00  1.00000 -3.8895473093e-08 -9.2125686824e-08
1998-01-01 08:00:00  1.00000 -7.8665155643e-08 -6.1739722122e-08
1998-01-01 09:00:00  1.00000 -9.8729731953e-08 -1.5888361416e-08
1998-01-01 10:00:00  1.00000 -9.4063157078e-08  3.3942929757e-08
1998-01-01 11:00:00  1.00000 -6.5834377459e-08  7.5271739348e-08
1998-01-01 12:00:00  1.00000 -2.1114517495e-08  9.7745471255e-08
1998-01-01 13:00:00  1.00000  2.8894390803e-08  9.5734602836e-08
1998-01-01 14:00:00  1.00000  7.1665443461e-08  6.9742843457e-08
1998-01-01 15:00:00  1.00000  9.6484771933e-08  2.6280958601e-08
1998-01-01 16:00:00  1.00000  9.7135297001e-08 -2.3764134247e-08
1998-01-01 17:00:00  1.00000  7.3454066397e-08 -6.7856467118e-08
1998-01-01 18:00:00  1.00000  3.1373073276e-08 -9.4951199430e-08
1998-01-01 19:00:00  1.00000 -1.8566669209e-08 -9.8261278205e-08
1998-01-01 20:00:00  1.00000 -6.3855582668e-08 -7.6957550391e-08
1998-01-01 21:00:00  1.00000 -9.3149090916e-08 -3.6376460268e-08
1998-01-01 22:00:00  1.00000 -9.9109362006e-08  1.3316694890e-08
1998-01-01 23:00:00  1.00000 -8.0243387070e-08  5.9674105201e-08
1998-01-02 00:00:00  1.00000 -4.1276969258e-08  9.1083543019e-08
1998-01-02 01:00:00  1.00000  8.0290589922e-09  9.9677149898e-08
1998-01-02 02:00:00  1.00000  5.5323860555e-08  8.3302283602e-08
1998-01-02 03:00:00  1.00000  8.8760397414e-08  4.6060740886e-08
1998-01-02 04:00:00  1.00000  9.9963036092e-08 -2.7187157295e-09
1998-01-02 05:00:00  1.00000  8.6125588977e-08 -5.0817151862e-08
1998-01-02 06:00:00  1.00000  5.0714245937e-08 -8.6186224300e-08
1998-01-02 07:00:00  1.00000  2.5993164626e-09 -9.9966212062e-08
1998-01-02 08:00:00  1.00000 -4.6166724760e-08 -8.8705318470e-08
1998-01-02 09:00:00  1.00000 -8.3368303818e-08 -5.5224323613e-08
1998-01-02 10:00:00  1.00000 -9.9686668823e-08 -7.9099974040e-09
1998-01-02 11:00:00  1.00000 -9.1034176225e-08  4.1385731345e-08
1998-01-02 12:00:00  1.00000 -5.9578218748e-08  8.0314605464e-08
1998-01-02 13:00:00  1.00000 -1.3198307705e-08  9.9125196967e-08
1998-01-02 14:00:00  1.00000  3.6487692971e-08  9.3105575889e-08
1998-01-02 15:00:00  1.00000  7.7033765547e-08  6.3763617883e-08
1998-01-02 16:00:00  1.00000  9.8283384418e-08  1.8449291243e-08
1998-01-02 17:00:00  1.00000  9.4913659238e-08 -3.1486462013e-08
1998-01-02 18:00:00  1.00000  6.7768684093e-08 -7.3535062768e-08
1998-01-02 19:00:00  1.00000  2.3648097461e-08 -9.7163611946e-08
1998-01-02 20:00:00  1.00000 -2.6396182692e-08 -9.6453312744e-08
1998-01-02 21:00:00  1.00000 -6.9828391974e-08 -7.1582090458e-08
1998-01-02 22:00:00  1.00000 -9.5769046434e-08 -2.8780023368e-08
1998-01-02 23:00:00  1.00000 -9.7720182040e-08  2.1231251070e-08
1998-01-03 00:00:00  1.00000 -7.5193052103e-08  6.5924236177e-08
1998-01-03 01:00:00  1.00000 -3.3830555120e-08  9.4103631919e-08
1998-01-03 02:00:00  1.00000  1.6006274334e-08  9.8710684234e-08
1998-01-03 03:00:00  1.00000  6.1833636906e-08  7.8591356693e-08
1998-01-03 04:00:00  1.00000  9.2172078438e-08  3.8785409067e-08
1998-01-03 05:00:00  1.00000  9.9422018038e-08 -1.0736029491e-08
1998-01-03 06:00:00  1.00000  8.1767393324e-08 -5.7568162981e-08
1998-01-03 07:00:00  1.00000  4.3630572150e-08 -8.9979848710e-08
1998-01-03 08:00:00  1.00000 -5.4354215719e-09 -9.9852171696e-08
1998-01-03 09:00:00  1.00000 -5.3139877791e-08 -8.4712179693e-08
1998-01-03 10:00:00  1.00000 -8.7533142685e-08 -4.8352341533e-08
1998-01-03 11:00:00  1.00000 -9.9999928669e-08  1.1944147786e-10
1998-01-03 12:00:00  1.00000 -8.7417387510e-08  4.8561305181e-08
1998-01-03 13:00:00  1.00000 -5.2937363355e-08  8.4838880008e-08
1998-01-03 14:00:00  1.00000 -5.1968764143e-09  9.9864871079e-08
1998-01-03 15:00:00  1.00000  4.3845394030e-08  8.9875366049e-08
1998-01-03 16:00:00  1.00000  8.1904680452e-08  5.7372670498e-08
1998-01-03 17:00:00  1.00000  9.9447380888e-08  1.0498496773e-08
1998-01-03 18:00:00  1.00000  9.2079163782e-08 -3.9005481630e-08
1998-01-03 19:00:00  1.00000  6.1645719258e-08 -7.8738842367e-08
1998-01-03 20:00:00  1.00000  1.5770425832e-08 -9.8748638821e-08
1998-01-03 21:00:00  1.00000 -3.4055255970e-08 -9.4022548045e-08
1998-01-03 22:00:00  1.00000 -7.5350319209e-08 -6.5744424821e-08
1998-01-03 23:00:00  1.00000 -9.7770621024e-08 -2.0997753799e-08
1998-01-04 00:00:00  1.00000 -9.5700022659e-08  2.9008717017e-08
1998-01-04 01:00:00  1.00000 -6.9657195444e-08  7.1748694224e-08
1998-01-04 02:00:00  1.00000 -2.6165697017e-08  9.6516093475e-08
1998-01-04 03:00:00  1.00000  2.3880137130e-08  9.7106843480e-08
1998-01-04 04:00:00  1.00000  6.7944153338e-08  7.3372965234e-08
1998-01-04 05:00:00  1.00000  9.4988604162e-08  3.1259639782e-08
