1998-01-01 00:00:00    1.044    1.878 1015.17   -1.734   89.778   0.677
1998-01-01 06:00:00    2.544    1.878 1015.17    2.266   79.778   0.527
1998-01-01 12:00:00    1.044    1.878 1015.17   -1.734   89.778   0.677
1998-01-01 18:00:00   -0.456    1.878 1015.17   -5.734   98.000   0.827
1998-01-02 00:00:00    1.052    1.886 1016.91   -1.689   89.741   0.681
1998-01-02 06:00:00    2.552    1.886 1016.91    2.311   79.741   0.531
1998-01-02 12:00:00    1.052    1.886 1016.91   -1.689   89.741   0.681
1998-01-02 18:00:00   -0.448    1.886 1016.91   -5.689   98.000   0.831
1998-01-03 00:00:00    1.060    1.894 1017.87   -1.641   89.701   0.685
1998-01-03 06:00:00    2.560    1.894 1017.87    2.359   79.701   0.535
1998-01-03 12:00:00    1.060    1.894 1017.87   -1.641   89.701   0.685
1998-01-03 18:00:00   -0.440    1.894 1017.87   -5.641   98.000   0.835
1998-01-04 00:00:00    1.069    1.902 1017.87   -1.589   89.657   0.688
1998-01-04 06:00:00    2.569    1.902 1017.87    2.411   79.657   0.538
1998-01-04 12:00:00    1.069    1.902 1017.87   -1.589   89.657   0.688
1998-01-04 18:00:00   -0.431    1.902 1017.87   -5.589   98.000   0.838
1998-01-05 00:00:00    1.078    1.909 1016.91   -1.534   89.611   0.692
1998-01-05 06:00:00    2.578    1.909 1016.91    2.466   79.611   0.542
1998-01-05 12:00:00    1.078    1.909 1016.91   -1.534   89.611   0.692
1998-01-05 18:00:00   -0.422    1.909 1016.91   -5.534   98.000   0.842
1998-01-06 00:00:00    1.088    1.916 1015.17   -1.475   89.562   0.695
1998-01-06 06:00:00    2.588    1.916 1015.17    2.525   79.562   0.545
1998-01-06 12:00:00    1.088    1.916 1015.17   -1.475   89.562   0.695
1998-01-06 18:00:00   -0.412    1.916 1015.17   -5.475   98.000   0.845
1998-01-07 00:00:00    1.098    1.923 1013.00   -1.413   89.511   0.699
1998-01-07 06:00:00    2.598    1.923 1013.00    2.587   79.511   0.549
1998-01-07 12:00:00    1.098    1.923 1013.00   -1.413   89.511   0.699
1998-01-07 18:00:00   -0.402    1.923 1013.00   -5.413   98.000   0.849
1998-01-08 00:00:00    1.109    1.929 1010.83   -1.347   89.456   0.702
1998-01-08 06:00:00    2.609    1.929 1010.83    2.653   79.456   0.552
1998-01-08 12:00:00    1.109    1.929 1010.83   -1.347   89.456   0.702
1998-01-08 18:00:00   -0.391    1.929 1010.83   -5.347   98.000   0.852
1998-01-09 00:00:00    1.120    1.935 1009.09   -1.278   89.399   0.706
1998-01-09 06:00:00    2.620    1.935 1009.09    2.722   79.399   0.556
1998-01-09 12:00:00    1.120    1.935 1009.09   -1.278   89.399   0.706
1998-01-09 18:00:00   -0.380    1.935 1009.09   -5.278   98.000   0.856
1998-01-10 00:00:00    1.132    1.941 1008.13   -1.206   89.338   0.709
1998-01-10 06:00:00    2.632    1.941 1008.13    2.794   79.338   0.559
1998-01-10 12:00:00    1.132    1.941 1008.13   -1.206   89.338   0.709
1998-01-10 18:00:00   -0.368    1.941 1008.13   -5.206   98.000   0.859
1998-01-11 00:00:00    1.145    1.947 1008.13   -1.131   89.275   0.712
1998-01-11 06:00:00    2.645    1.947 1008.13    2.869   79.275   0.562
1998-01-11 12:00:00    1.145    1.947 1008.13   -1.131   89.275   0.712
1998-01-11 18:00:00   -0.355    1.947 1008.13   -5.131   98.000   0.862
1998-01-12 00:00:00    1.158    1.952 1009.09   -1.052   89.210   0.715
1998-01-12 06:00:00    2.658    1.952 1009.09    2.948   79.210   0.565
1998-01-12 12:00:00    1.158    1.952 1009.09   -1.052   89.210   0.715
1998-01-12 18:00:00   -0.342    1.952 1009.09   -5.052   98.000   0.865
1998-01-13 00:00:00    1.172    1.957 1010.83   -0.970   89.141   0.719
1998-01-13 06:00:00    2.672    1.957 1010.83    3.030   79.141   0.569
1998-01-13 12:00:00    1.172    1.957 1010.83   -0.970   89.141   0.719
1998-01-13 18:00:00   -0.328    1.957 1010.83   -4.970   98.000   0.869
1998-01-14 00:00:00    1.186    1.962 1013.00   -0.884   89.070   0.722
1998-01-14 06:00:00    2.686    1.962 1013.00    3.116   79.070   0.572
1998-01-14 12:00:00    1.186    1.962 1013.00   -0.884   89.070   0.722
1998-01-14 18:00:00   -0.314    1.962 1013.00   -4.884   98.000   0.872
1998-01-15 00:00:00    1.201    1.967 1015.17   -0.796   88.996   0.725
1998-01-15 06:00:00    2.701    1.967 1015.17    3.204   78.996   0.575
1998-01-15 12:00:00    1.201    1.967 1015.17   -0.796   88.996   0.725
1998-01-15 18:00:00   -0.299    1.967 1015.17   -4.796   98.000   0.875
1998-01-16 00:00:00    1.216    1.971 1016.91   -0.704   88.920   0.728
1998-01-16 06:00:00    2.716    1.971 1016.91    3.296   78.920   0.578
1998-01-16 12:00:00    1.216    1.971 1016.91   -0.704   88.920   0.728
1998-01-16 18:00:00   -0.284    1.971 1016.91   -4.704   98.000   0.878
1998-01-17 00:00:00    1.232    1.975 1017.87   -0.609   88.841   0.731
1998-01-17 06:00:00    2.732    1.975 1017.87    3.391   78.841   0.581
1998-01-17 12:00:00    1.232    1.975 1017.87   -0.609   88.841   0.731
1998-01-17 18:00:00   -0.268    1.975 1017.87   -4.609   98.000   0.881
1998-01-18 00:00:00    1.248    1.979 1017.87   -0.511   88.759   0.734
1998-01-18 06:00:00    2.748    1.979 1017.87    3.489   78.759   0.584
1998-01-18 12:00:00    1.248    1.979 1017.87   -0.511   88.759   0.734
1998-01-18 18:00:00   -0.252    1.979 1017.87   -4.511   98.000   0.884
1998-01-19 00:00:00    1.265    1.982 1016.91   -0.409   88.675   0.737
1998-01-19 06:00:00    2.765    1.982 1016.91    3.591   78.675   0.587
1998-01-19 12:00:00    1.265    1.982 1016.91   -0.409   88.675   0.737
1998-01-19 18:00:00   -0.235    1.982 1016.91   -4.409   98.000   0.887
1998-01-20 00:00:00    1.282    1.985 1015.17   -0.305   88.588   0.740
1998-01-20 06:00:00    2.782    1.985 1015.17    3.695   78.588   0.590
1998-01-20 12:00:00    1.282    1.985 1015.17   -0.305   88.588   0.740
1998-01-20 18:00:00   -0.218    1.985 1015.17   -4.305   98.000   0.890
1998-01-21 00:00:00    1.300    1.988 1013.00   -0.198   88.498   0.742
1998-01-21 06:00:00    2.800    1.988 1013.00    3.802   78.498   0.592
1998-01-21 12:00:00    1.300    1.988 1013.00   -0.198   88.498   0.742
1998-01-21 18:00:00   -0.200    1.988 1013.00   -4.198   98.000   0.892
1998-01-22 00:00:00    1.319    1.991 1010.83   -0.087   88.406   0.745
1998-01-22 06:00:00    2.819    1.991 1010.83    3.913   78.406   0.595
1998-01-22 12:00:00    1.319    1.991 1010.83   -0.087   88.406   0.745
1998-01-22 18:00:00   -0.181    1.991 1010.83   -4.087   98.000   0.895
1998-01-23 00:00:00    1.338    1.993 1009.09    0.026   88.312   0.748
1998-01-23 06:00:00    2.838    1.993 1009.09    4.026   78.312   0.598
1998-01-23 12:00:00    1.338    1.993 1009.09    0.026   88.312   0.748
1998-01-23 18:00:00   -0.162    1.993 1009.09   -3.974   98.000   0.898
1998-01-24 00:00:00    1.357    1.995 1008.13    0.142   88.215   0.750
1998-01-24 06:00:00    2.857    1.995 1008.13    4.142   78.215   0.600
1998-01-24 12:00:00    1.357    1.995 1008.13    0.142   88.215   0.750
1998-01-24 18:00:00   -0.143    1.995 1008.13   -3.858   98.000   0.900
1998-01-25 00:00:00    1.377    1.996 1008.13    0.262   88.115   0.753
1998-01-25 06:00:00    2.877    1.996 1008.13    4.262   78.115   0.603
1998-01-25 12:00:00    1.377    1.996 1008.13    0.262   88.115   0.753
1998-01-25 18:00:00   -0.123    1.996 1008.13   -3.738   98.000   0.903
1998-01-26 00:00:00    1.397    1.998 1009.09    0.384   88.014   0.755
1998-01-26 06:00:00    2.897    1.998 1009.09    4.384   78.014   0.605
1998-01-26 12:00:00    1.397    1.998 1009.09    0.384   88.014   0.755
1998-01-26 18:00:00   -0.103    1.998 1009.09   -3.616   98.000   0.905
1998-01-27 00:00:00    1.418    1.999 1010.83    0.509   87.909   0.758
1998-01-27 06:00:00    2.918    1.999 1010.83    4.509   77.909   0.608
1998-01-27 12:00:00    1.418    1.999 1010.83    0.509   87.909   0.758
1998-01-27 18:00:00   -0.082    1.999 1010.83   -3.491   97.909   0.908
1998-01-28 00:00:00    1.439    1.999 1013.00    0.636   87.803   0.760
1998-01-28 06:00:00    2.939    1.999 1013.00    4.636   77.803   0.610
1998-01-28 12:00:00    1.439    1.999 1013.00    0.636   87.803   0.760
1998-01-28 18:00:00   -0.061    1.999 1013.00   -3.364   97.803   0.910
1998-01-29 00:00:00    1.461    2.000 1015.17    0.767   87.694   0.762
1998-01-29 06:00:00    2.961    2.000 1015.17    4.767   77.694   0.612
1998-01-29 12:00:00    1.461    2.000 1015.17    0.767   87.694   0.762
1998-01-29 18:00:00   -0.039    2.000 1015.17   -3.233   97.694   0.912
1998-01-30 00:00:00    1.483    2.000 1016.91    0.900   87.583   0.765
1998-01-30 06:00:00    2.983    2.000 1016.91    4.900   77.583   0.615
